"id","created_at","updated_at","earning_type","level","percentage","amount_usdt","status","is_grace_period","recipient_was_active","compression_applied","original_level","buyer_id","purchase_id","recipient_id","shares_count","distribution_id"
4978,2025-12-10 14:40:27.099 +0300,2025-12-10 14:40:27.099 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,false,true,true,4,2622,652,29,,
4550,2025-12-09 00:46:24.088 +0300,2025-12-09 00:46:24.088 +0300,NETWORK,6,2.00,20.000000,WITHDRAWN,false,true,true,8,1733,598,29,,
4418,2025-12-08 16:31:23.419 +0300,2025-12-08 16:31:23.419 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,false,true,true,3,271,582,29,,
4333,2025-12-08 11:29:23.079 +0300,2025-12-08 11:29:23.079 +0300,NETWORK,5,2.00,20.000000,WITHDRAWN,false,true,true,8,551,571,29,,
5013,2025-12-10 15:41:57.181 +0300,2025-12-10 15:41:57.181 +0300,BONUS_POOL,5,2.00,100.000000,PENDING,false,true,false,,1726,656,,,
4945,2025-12-10 11:23:26.836 +0300,2025-12-10 11:23:26.836 +0300,NETWORK,1,10.00,100.000000,WITHDRAWN,false,true,true,4,2745,648,288,,
4969,2025-12-10 14:04:27.030 +0300,2025-12-10 14:04:27.030 +0300,NETWORK,1,10.00,25.000000,WITHDRAWN,false,true,false,1,651,651,123,,
3433,2025-12-02 00:50:55.715 +0300,2025-12-02 00:50:55.716 +0300,BONUS_POOL,1,10.00,500.000000,PENDING,false,true,false,,822,458,,,
3434,2025-12-02 00:50:55.719 +0300,2025-12-02 00:50:55.719 +0300,BONUS_POOL,2,5.00,250.000000,PENDING,false,true,false,,822,458,,,
3435,2025-12-02 00:50:55.723 +0300,2025-12-02 00:50:55.723 +0300,BONUS_POOL,3,2.00,100.000000,PENDING,false,true,false,,822,458,,,
3436,2025-12-02 00:50:55.726 +0300,2025-12-02 00:50:55.726 +0300,BONUS_POOL,4,2.00,100.000000,PENDING,false,true,false,,822,458,,,
3437,2025-12-02 00:50:55.729 +0300,2025-12-02 00:50:55.729 +0300,BONUS_POOL,5,2.00,100.000000,PENDING,false,true,false,,822,458,,,
3438,2025-12-02 00:50:55.732 +0300,2025-12-02 00:50:55.732 +0300,BONUS_POOL,6,2.00,100.000000,PENDING,false,true,false,,822,458,,,
3439,2025-12-02 00:50:55.735 +0300,2025-12-02 00:50:55.735 +0300,BONUS_POOL,7,2.00,100.000000,PENDING,false,true,false,,822,458,,,
3440,2025-12-02 00:50:55.738 +0300,2025-12-02 00:50:55.738 +0300,LEGENDS_POOL,,,250.000000,PENDING,false,true,false,,822,458,,,
3465,2025-12-02 01:04:28.076 +0300,2025-12-02 01:04:28.076 +0300,NETWORK,1,10.00,100.000000,PENDING,true,true,false,1,1419,462,1418,,
3466,2025-12-02 01:04:28.078 +0300,2025-12-02 01:04:28.078 +0300,NETWORK,2,5.00,50.000000,PENDING,true,true,false,2,1419,462,242,,
4788,2025-12-09 21:25:25.733 +0300,2025-12-09 21:25:25.733 +0300,BONUS_POOL,4,2.00,5.000000,PENDING,false,true,false,,2014,628,,,
4789,2025-12-09 21:25:25.779 +0300,2025-12-09 21:25:25.779 +0300,BONUS_POOL,5,2.00,5.000000,PENDING,false,true,false,,2014,628,,,
4790,2025-12-09 21:25:25.784 +0300,2025-12-09 21:25:25.784 +0300,BONUS_POOL,6,2.00,5.000000,PENDING,false,true,false,,2014,628,,,
3472,2025-12-02 01:04:28.088 +0300,2025-12-02 01:04:28.088 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,1419,462,,,
4791,2025-12-09 21:25:25.790 +0300,2025-12-09 21:25:25.790 +0300,BONUS_POOL,7,2.00,5.000000,PENDING,false,true,false,,2014,628,,,
3474,2025-12-02 01:04:28.260 +0300,2025-12-02 01:04:28.260 +0300,NETWORK,2,5.00,12.500000,PENDING,true,true,false,2,1588,463,468,,
3476,2025-12-02 01:04:28.262 +0300,2025-12-02 01:04:28.262 +0300,NETWORK,4,2.00,5.000000,WITHDRAWN,true,true,false,4,1588,463,1086,,
3477,2025-12-02 01:04:28.265 +0300,2025-12-02 01:04:28.265 +0300,BONUS_POOL,5,2.00,5.000000,PENDING,false,true,false,,1588,463,,,
