"id","created_at","updated_at","generation_level","amount","percentage","referral_pool","status","ppv","tv","tier","qualification_reason","tx_amount","rpr","calculated_at","buyer_id","purchase_id","user_id","is_sponsor_earning","sponsor_withhold_amount","referral_system_type","earning_type"
1376,2025-11-22 02:02:59.758 +0300,2025-11-22 02:02:59.758 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:02:59.751 +0300,4712,1804,232,false,,3,NETWORK
1377,2025-11-22 02:02:59.758 +0300,2025-11-22 02:02:59.758 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-22 02:02:59.752 +0300,4712,1804,72,false,,3,NETWORK
1378,2025-11-22 02:02:59.758 +0300,2025-11-22 02:02:59.758 +0300,9,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l9_qualified,150.000000,0.2000,2025-11-22 02:02:59.754 +0300,4712,1804,13,false,,3,NETWORK
1379,2025-11-22 02:03:29.743 +0300,2025-11-22 02:03:29.743 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:03:29.733 +0300,4359,1805,71,false,,3,NETWORK
1380,2025-11-22 02:03:29.743 +0300,2025-11-22 02:03:29.743 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:03:29.735 +0300,4359,1805,72,false,,3,NETWORK
1381,2025-11-22 02:03:29.743 +0300,2025-11-22 02:03:29.743 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-22 02:03:29.738 +0300,4359,1805,13,false,,3,NETWORK
1382,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:07:11.776 +0300,9761,1806,3131,false,,3,NETWORK
1383,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-22 02:07:11.781 +0300,9761,1806,3124,false,,3,NETWORK
1385,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:07:11.787 +0300,9761,1806,994,false,,3,NETWORK
1386,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:07:11.789 +0300,9761,1806,232,false,,3,NETWORK
1387,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-22 02:07:11.790 +0300,9761,1806,72,false,,3,NETWORK
1388,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,9,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l9_qualified,150.000000,0.2000,2025-11-22 02:07:11.792 +0300,9761,1806,13,false,,3,NETWORK
1390,2025-11-22 02:10:59.768 +0300,2025-11-22 02:10:59.768 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:10:59.761 +0300,2854,1809,72,false,,3,NETWORK
1391,2025-11-22 02:10:59.768 +0300,2025-11-22 02:10:59.768 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:10:59.763 +0300,2854,1809,13,false,,3,NETWORK
1392,2025-11-22 02:12:11.800 +0300,2025-11-22 02:12:11.800 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:12:11.791 +0300,990,1810,994,false,,3,NETWORK
1393,2025-11-22 02:12:11.800 +0300,2025-11-22 02:12:11.800 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:12:11.793 +0300,990,1810,232,false,,3,NETWORK
1394,2025-11-22 02:12:11.800 +0300,2025-11-22 02:12:11.800 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:12:11.794 +0300,990,1810,72,false,,3,NETWORK
1395,2025-11-22 02:12:11.800 +0300,2025-11-22 02:12:11.800 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:12:11.796 +0300,990,1810,13,false,,3,NETWORK
1396,2025-11-22 02:12:59.777 +0300,2025-11-22 02:12:59.777 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:12:59.757 +0300,16671,1811,9761,false,,3,NETWORK
1397,2025-11-22 02:12:59.777 +0300,2025-11-22 02:12:59.777 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:12:59.758 +0300,16671,1811,3131,false,,3,NETWORK
1398,2025-11-22 02:12:59.777 +0300,2025-11-22 02:12:59.777 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:12:59.764 +0300,16671,1811,3124,false,,3,NETWORK
1400,2025-11-22 02:12:59.777 +0300,2025-11-22 02:12:59.777 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:12:59.771 +0300,16671,1811,994,false,,3,NETWORK
1401,2025-11-22 02:12:59.778 +0300,2025-11-22 02:12:59.778 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-22 02:12:59.772 +0300,16671,1811,232,false,,3,NETWORK
1402,2025-11-22 02:12:59.778 +0300,2025-11-22 02:12:59.778 +0300,9,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l9_qualified,150.000000,0.2000,2025-11-22 02:12:59.774 +0300,16671,1811,72,false,,3,NETWORK
1403,2025-11-22 02:12:59.778 +0300,2025-11-22 02:12:59.778 +0300,10,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l10_qualified,150.000000,0.2000,2025-11-22 02:12:59.776 +0300,16671,1811,13,false,,3,NETWORK
1404,2025-11-22 02:16:29.778 +0300,2025-11-22 02:16:29.778 +0300,1,100.000000,0.1000,200.000000,PENDING,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-22 02:16:29.758 +0300,5362,1812,1388,false,,3,NETWORK
1405,2025-11-22 02:16:29.778 +0300,2025-11-22 02:16:29.778 +0300,2,20.000000,0.0200,200.000000,PENDING,,,,jggl_limitless_l2_qualified,1000.000000,0.2000,2025-11-22 02:16:29.760 +0300,5362,1812,218,false,,3,NETWORK
1406,2025-11-22 02:16:29.778 +0300,2025-11-22 02:16:29.778 +0300,4,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l4_qualified,1000.000000,0.2000,2025-11-22 02:16:29.765 +0300,5362,1812,72,false,,3,NETWORK
1407,2025-11-22 02:16:29.778 +0300,2025-11-22 02:16:29.778 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-22 02:16:29.768 +0300,5362,1812,13,false,,3,NETWORK
1408,2025-11-22 02:26:41.871 +0300,2025-11-22 02:26:41.871 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:26:41.863 +0300,2099,1813,232,false,,3,NETWORK
1409,2025-11-22 02:26:41.871 +0300,2025-11-22 02:26:41.871 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-22 02:26:41.865 +0300,2099,1813,72,false,,3,NETWORK
1410,2025-11-22 02:26:41.871 +0300,2025-11-22 02:26:41.871 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:26:41.867 +0300,2099,1813,13,false,,3,NETWORK
1366,2025-11-22 01:51:11.736 +0300,2025-11-22 01:51:11.736 +0300,4,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 01:51:11.719 +0300,9688,1802,716,false,,3,NETWORK
1411,2025-11-22 02:27:29.777 +0300,2025-11-22 02:27:29.777 +0300,1,100.000000,0.1000,200.000000,CLAIMED,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-22 02:27:29.774 +0300,26685,1814,1309,false,,3,NETWORK
1368,2025-11-22 01:52:41.725 +0300,2025-11-22 01:52:41.725 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 01:52:41.712 +0300,8233,1803,891,false,,3,NETWORK
1384,2025-11-22 02:07:11.796 +0300,2025-11-22 02:07:11.796 +0300,4,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:07:11.783 +0300,9761,1806,2749,false,,3,NETWORK
1412,2025-11-22 02:27:29.777 +0300,2025-11-22 02:27:29.777 +0300,2,20.000000,0.0200,200.000000,PENDING,,,,jggl_limitless_l2_qualified,1000.000000,0.2000,2025-11-22 02:27:29.776 +0300,26685,1814,377,false,,3,NETWORK
2982,2025-12-03 19:35:33.867 +0300,2025-12-03 19:35:33.867 +0300,0,22.500000,0.0000,22.500000,PENDING,,,,no_referral_full_rp,150.000000,0.1500,2025-12-03 19:35:33.866 +0300,6146,1699,,false,,5,BONUS_POOL
1423,2025-11-22 02:36:29.809 +0300,2025-11-22 02:36:29.809 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:36:29.801 +0300,6689,1817,71,false,,3,NETWORK
1424,2025-11-22 02:36:29.809 +0300,2025-11-22 02:36:29.809 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:36:29.803 +0300,6689,1817,72,false,,3,NETWORK
1425,2025-11-22 02:36:29.809 +0300,2025-11-22 02:36:29.809 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:36:29.804 +0300,6689,1817,13,false,,3,NETWORK
2983,2025-12-03 19:35:33.875 +0300,2025-12-03 19:35:33.875 +0300,0,22.500000,0.0000,22.500000,PENDING,,,,no_referral_full_rp,150.000000,0.1500,2025-12-03 19:35:33.874 +0300,4118,1701,,false,,5,BONUS_POOL
1427,2025-11-22 02:38:59.814 +0300,2025-11-22 02:38:59.814 +0300,3,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l3_qualified,1000.000000,0.2000,2025-11-22 02:38:59.804 +0300,3568,1818,232,false,,3,NETWORK
1428,2025-11-22 02:38:59.814 +0300,2025-11-22 02:38:59.814 +0300,4,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l4_qualified,1000.000000,0.2000,2025-11-22 02:38:59.806 +0300,3568,1818,72,false,,3,NETWORK
1429,2025-11-22 02:38:59.814 +0300,2025-11-22 02:38:59.814 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-22 02:38:59.808 +0300,3568,1818,13,false,,3,NETWORK
1421,2025-11-22 02:36:29.809 +0300,2025-11-22 02:36:29.809 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:36:29.794 +0300,6689,1817,323,false,,3,NETWORK
1431,2025-11-22 02:40:29.822 +0300,2025-11-22 02:40:29.822 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:40:29.812 +0300,4590,1819,218,false,,3,NETWORK
1432,2025-11-22 02:40:29.822 +0300,2025-11-22 02:40:29.822 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:40:29.816 +0300,4590,1819,72,false,,3,NETWORK
1433,2025-11-22 02:40:29.822 +0300,2025-11-22 02:40:29.822 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:40:29.818 +0300,4590,1819,13,false,,3,NETWORK
1437,2025-11-22 02:41:59.818 +0300,2025-11-22 02:41:59.818 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:41:59.803 +0300,26762,1822,3124,false,,3,NETWORK
1439,2025-11-22 02:41:59.818 +0300,2025-11-22 02:41:59.818 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:41:59.810 +0300,26762,1822,994,false,,3,NETWORK
1440,2025-11-22 02:41:59.818 +0300,2025-11-22 02:41:59.818 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:41:59.811 +0300,26762,1822,232,false,,3,NETWORK
1441,2025-11-22 02:41:59.818 +0300,2025-11-22 02:41:59.818 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:41:59.813 +0300,26762,1822,72,false,,3,NETWORK
1442,2025-11-22 02:41:59.818 +0300,2025-11-22 02:41:59.818 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-22 02:41:59.814 +0300,26762,1822,13,false,,3,NETWORK
2047,2025-11-24 07:34:06.323 +0300,2025-11-24 07:34:06.323 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 07:34:06.312 +0300,2037,2058,188,false,,3,NETWORK
2048,2025-11-24 07:54:48.700 +0300,2025-11-24 07:54:48.700 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 07:54:48.691 +0300,27031,2060,231,false,,3,NETWORK
2049,2025-11-24 07:54:48.701 +0300,2025-11-24 07:54:48.701 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 07:54:48.692 +0300,27031,2060,232,false,,3,NETWORK
2050,2025-11-24 07:54:48.701 +0300,2025-11-24 07:54:48.701 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-24 07:54:48.694 +0300,27031,2060,72,false,,3,NETWORK
2051,2025-11-24 07:54:48.701 +0300,2025-11-24 07:54:48.701 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-24 07:54:48.696 +0300,27031,2060,13,false,,3,NETWORK
2052,2025-11-24 07:55:36.365 +0300,2025-11-24 07:55:36.365 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 07:55:36.349 +0300,26959,2061,3124,false,,3,NETWORK
2054,2025-11-24 07:55:36.365 +0300,2025-11-24 07:55:36.365 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 07:55:36.355 +0300,26959,2061,994,false,,3,NETWORK
2055,2025-11-24 07:55:36.365 +0300,2025-11-24 07:55:36.365 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-24 07:55:36.357 +0300,26959,2061,232,false,,3,NETWORK
2056,2025-11-24 07:55:36.365 +0300,2025-11-24 07:55:36.365 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-24 07:55:36.358 +0300,26959,2061,72,false,,3,NETWORK
2057,2025-11-24 07:55:36.365 +0300,2025-11-24 07:55:36.365 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-24 07:55:36.360 +0300,26959,2061,13,false,,3,NETWORK
2058,2025-11-24 07:57:18.704 +0300,2025-11-24 07:57:18.704 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 07:57:18.698 +0300,1803,2062,422,false,,3,NETWORK
2059,2025-11-24 07:57:18.704 +0300,2025-11-24 07:57:18.704 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-24 07:57:18.699 +0300,1803,2062,13,false,,3,NETWORK
2174,2025-11-24 15:00:07.231 +0300,2025-11-24 15:00:07.231 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 15:00:07.224 +0300,5366,2100,116,false,,3,NETWORK
2175,2025-11-24 15:00:07.231 +0300,2025-11-24 15:00:07.231 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-24 15:00:07.225 +0300,5366,2100,72,false,,3,NETWORK
2176,2025-11-24 15:00:07.232 +0300,2025-11-24 15:00:07.232 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-24 15:00:07.227 +0300,5366,2100,13,false,,3,NETWORK
2181,2025-11-24 15:05:37.241 +0300,2025-11-24 15:05:37.241 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-24 15:05:37.235 +0300,2229,2103,13,false,,3,NETWORK
2182,2025-11-24 15:11:07.238 +0300,2025-11-24 15:11:07.238 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 15:11:07.230 +0300,3778,2105,422,false,,3,NETWORK
2183,2025-11-24 15:11:07.238 +0300,2025-11-24 15:11:07.238 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 15:11:07.232 +0300,3778,2105,13,false,,3,NETWORK
2185,2025-11-24 15:15:19.742 +0300,2025-11-24 15:15:19.742 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-24 15:15:19.738 +0300,2683,2107,13,false,,3,NETWORK
2197,2025-11-24 15:19:19.801 +0300,2025-11-24 15:19:19.801 +0300,4,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l4_qualified,1000.000000,0.2000,2025-11-24 15:19:19.796 +0300,2900,2112,13,false,,3,NETWORK
2204,2025-11-24 15:23:19.825 +0300,2025-11-24 15:23:19.825 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 15:23:19.815 +0300,4475,2115,781,false,,3,NETWORK
2205,2025-11-24 15:23:19.825 +0300,2025-11-24 15:23:19.825 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-24 15:23:19.817 +0300,4475,2115,232,false,,3,NETWORK
2206,2025-11-24 15:23:19.825 +0300,2025-11-24 15:23:19.825 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-24 15:23:19.819 +0300,4475,2115,72,false,,3,NETWORK
2207,2025-11-24 15:23:19.825 +0300,2025-11-24 15:23:19.825 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-24 15:23:19.820 +0300,4475,2115,13,false,,3,NETWORK
2180,2025-11-24 15:05:37.241 +0300,2025-11-24 15:05:37.241 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 15:05:37.225 +0300,2229,2103,728,false,,3,NETWORK
1430,2025-11-22 02:40:29.822 +0300,2025-11-22 02:40:29.822 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:40:29.804 +0300,4590,1819,215,false,,3,NETWORK
1426,2025-11-22 02:38:59.814 +0300,2025-11-22 02:38:59.814 +0300,1,100.000000,0.1000,200.000000,CLAIMED,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-22 02:38:59.798 +0300,3568,1818,2195,false,,3,NETWORK
1413,2025-11-22 02:31:29.814 +0300,2025-11-22 02:31:29.814 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:31:29.792 +0300,4095,1815,1388,false,,3,NETWORK
1414,2025-11-22 02:31:29.814 +0300,2025-11-22 02:31:29.814 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-22 02:31:29.793 +0300,4095,1815,218,false,,3,NETWORK
1415,2025-11-22 02:31:29.814 +0300,2025-11-22 02:31:29.814 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:31:29.808 +0300,4095,1815,72,false,,3,NETWORK
1416,2025-11-22 02:31:29.814 +0300,2025-11-22 02:31:29.814 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:31:29.810 +0300,4095,1815,13,false,,3,NETWORK
2984,2025-12-03 19:35:33.885 +0300,2025-12-03 19:35:33.885 +0300,0,150.000000,0.0000,150.000000,PENDING,,,,no_referral_full_rp,1000.000000,0.1500,2025-12-03 19:35:33.884 +0300,6146,1707,,false,,5,BONUS_POOL
1419,2025-11-22 02:31:59.801 +0300,2025-11-22 02:31:59.801 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:31:59.795 +0300,2190,1816,72,false,,3,NETWORK
1420,2025-11-22 02:31:59.801 +0300,2025-11-22 02:31:59.801 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-22 02:31:59.796 +0300,2190,1816,13,false,,3,NETWORK
1434,2025-11-22 02:41:11.920 +0300,2025-11-22 02:41:11.920 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:41:11.891 +0300,10168,1820,10169,false,,3,NETWORK
1435,2025-11-22 02:41:11.920 +0300,2025-11-22 02:41:11.920 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-22 02:41:11.913 +0300,10168,1820,72,false,,3,NETWORK
1436,2025-11-22 02:41:11.920 +0300,2025-11-22 02:41:11.920 +0300,9,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l9_qualified,150.000000,0.2000,2025-11-22 02:41:11.915 +0300,10168,1820,13,false,,3,NETWORK
1443,2025-11-22 02:44:29.824 +0300,2025-11-22 02:44:29.824 +0300,1,100.000000,0.1000,200.000000,PENDING,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-22 02:44:29.807 +0300,6708,1823,6689,false,,3,NETWORK
2985,2025-12-03 19:35:33.894 +0300,2025-12-03 19:35:33.894 +0300,0,22.500000,0.0000,22.500000,PENDING,,,,no_referral_full_rp,150.000000,0.1500,2025-12-03 19:35:33.893 +0300,26846,1715,,false,,5,BONUS_POOL
1446,2025-11-22 02:44:29.824 +0300,2025-11-22 02:44:29.824 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-22 02:44:29.815 +0300,6708,1823,71,false,,3,NETWORK
1447,2025-11-22 02:44:29.824 +0300,2025-11-22 02:44:29.824 +0300,6,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l6_qualified,1000.000000,0.2000,2025-11-22 02:44:29.817 +0300,6708,1823,72,false,,3,NETWORK
1448,2025-11-22 02:44:29.824 +0300,2025-11-22 02:44:29.824 +0300,7,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l7_qualified,1000.000000,0.2000,2025-11-22 02:44:29.819 +0300,6708,1823,13,false,,3,NETWORK
1449,2025-11-22 02:45:29.826 +0300,2025-11-22 02:45:29.826 +0300,1,100.000000,0.1000,200.000000,PENDING,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-22 02:45:29.810 +0300,6708,1824,6689,false,,3,NETWORK
2986,2025-12-03 19:35:33.912 +0300,2025-12-03 19:35:33.912 +0300,0,22.500000,0.0000,22.500000,PENDING,,,,no_referral_full_rp,150.000000,0.1500,2025-12-03 19:35:33.911 +0300,2444,1720,,false,,5,BONUS_POOL
1452,2025-11-22 02:45:29.826 +0300,2025-11-22 02:45:29.826 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-22 02:45:29.818 +0300,6708,1824,71,false,,3,NETWORK
1453,2025-11-22 02:45:29.826 +0300,2025-11-22 02:45:29.826 +0300,6,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l6_qualified,1000.000000,0.2000,2025-11-22 02:45:29.820 +0300,6708,1824,72,false,,3,NETWORK
1454,2025-11-22 02:45:29.826 +0300,2025-11-22 02:45:29.826 +0300,7,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l7_qualified,1000.000000,0.2000,2025-11-22 02:45:29.821 +0300,6708,1824,13,false,,3,NETWORK
1455,2025-11-22 02:45:41.916 +0300,2025-11-22 02:45:41.916 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-22 02:45:41.903 +0300,4096,1825,1388,false,,3,NETWORK
1456,2025-11-22 02:45:41.916 +0300,2025-11-22 02:45:41.916 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:45:41.904 +0300,4096,1825,218,false,,3,NETWORK
1457,2025-11-22 02:45:41.916 +0300,2025-11-22 02:45:41.916 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-22 02:45:41.909 +0300,4096,1825,72,false,,3,NETWORK
1458,2025-11-22 02:45:41.916 +0300,2025-11-22 02:45:41.916 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-22 02:45:41.911 +0300,4096,1825,13,false,,3,NETWORK
1459,2025-11-22 02:45:59.818 +0300,2025-11-22 02:45:59.818 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-22 02:45:59.809 +0300,8385,1826,231,false,,3,NETWORK
1460,2025-11-22 02:45:59.818 +0300,2025-11-22 02:45:59.818 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-22 02:45:59.811 +0300,8385,1826,232,false,,3,NETWORK
