"id","created_at","updated_at","generation_level","amount","percentage","referral_pool","status","ppv","tv","tier","qualification_reason","tx_amount","rpr","calculated_at","buyer_id","purchase_id","user_id","is_sponsor_earning","sponsor_withhold_amount","referral_system_type","earning_type"
430,2025-11-11 06:18:51.794 +0300,2025-11-11 06:18:51.794 +0300,4,0.300000,0.0167,18.000000,PENDING,,,,upline_l4_qualified,60.000000,0.3000,2025-11-11 06:18:51.785 +0300,17731,731,13,false,,3,NETWORK
2874,2025-12-03 19:35:32.571 +0300,2025-12-03 19:35:32.571 +0300,0,937.500000,0.0000,937.500000,PENDING,,,,no_referral_full_rp,6250.000000,0.1500,2025-12-03 19:35:32.569 +0300,2038,635,,false,,5,BONUS_POOL
2875,2025-12-03 19:35:32.580 +0300,2025-12-03 19:35:32.580 +0300,0,431.250000,0.0000,431.250000,PENDING,,,,no_referral_full_rp,2875.000000,0.1500,2025-12-03 19:35:32.579 +0300,2043,636,,false,,5,BONUS_POOL
433,2025-11-11 12:17:22.504 +0300,2025-11-11 12:17:22.504 +0300,10,3.562500,0.0250,42.750000,PENDING,,,,mlm_upline_l10_qualified,142.500000,0.3000,2025-11-11 12:17:22.502 +0300,2238,1195,13,false,,3,NETWORK
434,2025-11-11 15:33:52.897 +0300,2025-11-11 15:33:52.897 +0300,6,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l6_qualified,14.250000,0.3000,2025-11-11 15:33:52.888 +0300,6397,1201,13,false,,3,NETWORK
436,2025-11-11 17:33:23.149 +0300,2025-11-11 17:33:23.149 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-11 17:33:23.145 +0300,4018,1206,13,false,,3,NETWORK
437,2025-11-11 17:40:23.190 +0300,2025-11-11 17:40:23.190 +0300,5,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l5_qualified,14.250000,0.3000,2025-11-11 17:40:23.179 +0300,8726,1207,13,false,,3,NETWORK
438,2025-11-11 17:40:53.183 +0300,2025-11-11 17:40:53.183 +0300,5,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l5_qualified,14.250000,0.3000,2025-11-11 17:40:53.174 +0300,8726,1208,13,false,,3,NETWORK
439,2025-11-11 17:43:23.178 +0300,2025-11-11 17:43:23.178 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-11 17:43:23.172 +0300,4757,1209,13,false,,3,NETWORK
440,2025-11-11 17:57:53.234 +0300,2025-11-11 17:57:53.234 +0300,5,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l5_qualified,14.250000,0.3000,2025-11-11 17:57:53.226 +0300,8726,1210,13,false,,3,NETWORK
443,2025-11-12 11:45:25.384 +0300,2025-11-12 11:45:25.384 +0300,1,15.000000,0.1500,30.000000,PENDING,,,,kol_l1_direct,100.000000,0.3000,2025-11-12 11:45:25.381 +0300,11329,550,3861,false,,2,NETWORK
444,2025-11-12 12:55:25.524 +0300,2025-11-12 12:55:25.524 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,kol_l1_direct,150.000000,0.2000,2025-11-12 12:55:25.522 +0300,11329,1223,3861,false,,2,NETWORK
445,2025-11-12 16:32:26.011 +0300,2025-11-12 16:32:26.011 +0300,1,15.000000,0.1500,30.000000,PENDING,,,,kol_l1_direct,100.000000,0.3000,2025-11-12 16:32:26.009 +0300,2675,91,3861,false,,2,NETWORK
448,2025-11-13 14:04:29.653 +0300,2025-11-13 14:04:29.653 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-13 14:04:29.633 +0300,9349,1244,371,false,,3,NETWORK
450,2025-11-13 15:45:59.836 +0300,2025-11-13 15:45:59.836 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-13 15:45:59.830 +0300,5252,1249,13,false,,3,NETWORK
451,2025-11-13 16:27:59.950 +0300,2025-11-13 16:27:59.950 +0300,1,3.000000,0.2000,4.500000,PENDING,,,,sponsor_rate_0.2500,15.000000,0.3000,2025-11-13 16:27:59.920 +0300,10415,1011,585,true,0.750000,3,NETWORK
454,2025-11-14 13:03:32.652 +0300,2025-11-14 13:03:32.652 +0300,7,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l7_qualified,14.250000,0.3000,2025-11-14 13:03:32.642 +0300,26230,1257,13,false,,3,NETWORK
455,2025-11-15 03:41:34.616 +0300,2025-11-15 03:41:34.616 +0300,2,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l2_qualified,14.250000,0.3000,2025-11-15 03:41:34.595 +0300,1918,1268,313,false,,3,NETWORK
456,2025-11-17 15:06:42.753 +0300,2025-11-17 15:06:42.753 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-17 15:06:42.714 +0300,12267,1282,371,false,,3,NETWORK
458,2025-11-17 17:44:13.123 +0300,2025-11-17 17:44:13.123 +0300,6,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l6_qualified,14.250000,0.3000,2025-11-17 17:44:13.113 +0300,12651,1290,13,false,,3,NETWORK
460,2025-11-17 21:06:43.640 +0300,2025-11-17 21:06:43.640 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-17 21:06:43.618 +0300,5665,1293,371,false,,3,NETWORK
462,2025-11-17 22:55:13.837 +0300,2025-11-17 22:55:13.837 +0300,1,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l1_qualified,14.250000,0.3000,2025-11-17 22:55:13.829 +0300,422,1295,13,false,,3,NETWORK
463,2025-11-17 23:06:43.860 +0300,2025-11-17 23:06:43.860 +0300,1,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l1_qualified,14.250000,0.3000,2025-11-17 23:06:43.853 +0300,422,1296,13,false,,3,NETWORK
464,2025-11-17 23:09:13.870 +0300,2025-11-17 23:09:13.870 +0300,1,0.375000,0.0250,4.500000,PENDING,,,,mlm_upline_l1_qualified,14.250000,0.3000,2025-11-17 23:09:13.861 +0300,422,1298,13,false,,3,NETWORK
465,2025-11-18 07:09:14.896 +0300,2025-11-18 07:09:14.896 +0300,5,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l5_qualified,14.250000,0.3000,2025-11-18 07:09:14.887 +0300,6132,1305,13,false,,3,NETWORK
466,2025-11-18 08:04:27.309 +0300,2025-11-18 08:04:27.309 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-18 08:04:27.303 +0300,2286,1307,13,false,,3,NETWORK
468,2025-11-18 19:14:59.905 +0300,2025-11-18 19:14:59.905 +0300,1,500.000000,0.1000,1000.000000,PENDING,,,,jggl_limitless_l1_qualified,5000.000000,0.2000,2025-11-18 19:14:59.899 +0300,774,1314,13,false,,3,NETWORK
449,2025-11-13 15:45:59.836 +0300,2025-11-13 15:45:59.836 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-13 15:45:59.824 +0300,5252,1249,4018,false,,3,NETWORK
457,2025-11-17 17:44:13.122 +0300,2025-11-17 17:44:13.122 +0300,4,0.356250,0.0250,4.275000,CLAIMED,,,,mlm_upline_l4_qualified,14.250000,0.3000,2025-11-17 17:44:13.107 +0300,12651,1290,4018,false,,3,NETWORK
459,2025-11-17 19:25:54.343 +0300,2025-11-17 19:25:54.343 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-17 19:25:54.314 +0300,9688,1292,713,false,,3,NETWORK
429,2025-11-11 06:18:51.794 +0300,2025-11-11 06:18:51.794 +0300,1,12.000000,0.2000,18.000000,CLAIMED,,,,sponsor_rate_0.2500,60.000000,0.3000,2025-11-11 06:18:51.774 +0300,17731,731,917,true,3.000000,3,NETWORK
441,2025-11-11 20:34:53.500 +0300,2025-11-11 20:34:53.500 +0300,1,3.000000,0.2000,4.500000,CLAIMED,,,,sponsor_rate_0.2500,14.250000,0.3000,2025-11-11 20:34:53.489 +0300,25745,1212,1473,true,0.750000,3,NETWORK
435,2025-11-11 17:12:23.088 +0300,2025-11-11 17:12:23.088 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-11 17:12:23.067 +0300,2837,1203,118,false,,3,NETWORK
453,2025-11-14 10:36:02.328 +0300,2025-11-14 10:36:02.328 +0300,1,3.000000,0.2000,4.500000,CLAIMED,,,,sponsor_rate_0.2500,14.250000,0.3000,2025-11-14 10:36:02.304 +0300,26227,1255,4278,true,0.750000,3,NETWORK
452,2025-11-13 19:05:00.267 +0300,2025-11-13 19:05:00.267 +0300,1,3.000000,0.2000,4.500000,CLAIMED,,,,sponsor_rate_0.2500,14.250000,0.3000,2025-11-13 19:05:00.245 +0300,26173,1252,4278,true,0.750000,3,NETWORK
461,2025-11-17 22:13:25.027 +0300,2025-11-17 22:13:25.027 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-17 22:13:24.998 +0300,2932,1294,2718,false,,3,NETWORK
432,2025-11-11 11:06:28.454 +0300,2025-11-11 11:06:28.455 +0300,3,0.356250,0.0250,4.275000,CLAIMED,,,,mlm_upline_l3_qualified,14.250000,0.3000,2025-11-11 11:06:28.428 +0300,3285,1193,256,false,,3,NETWORK
422,2025-11-10 14:45:15.453 +0300,2025-11-10 14:45:15.453 +0300,3,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-10 14:45:15.387 +0300,3285,1180,256,false,,3,NETWORK
431,2025-11-11 10:59:58.446 +0300,2025-11-11 10:59:58.446 +0300,3,0.356250,0.0250,4.275000,CLAIMED,,,,mlm_upline_l3_qualified,14.250000,0.3000,2025-11-11 10:59:58.418 +0300,3285,1192,256,false,,3,NETWORK
2876,2025-12-03 19:35:32.589 +0300,2025-12-03 19:35:32.589 +0300,0,1125.000000,0.0000,1125.000000,PENDING,,,,no_referral_full_rp,7500.000000,0.1500,2025-12-03 19:35:32.588 +0300,3292,621,,false,,5,BONUS_POOL
2877,2025-12-03 19:35:32.597 +0300,2025-12-03 19:35:32.597 +0300,0,37.500000,0.0000,37.500000,PENDING,,,,no_referral_full_rp,250.000000,0.1500,2025-12-03 19:35:32.596 +0300,2045,637,,false,,5,BONUS_POOL
2878,2025-12-03 19:35:32.606 +0300,2025-12-03 19:35:32.606 +0300,0,150.000000,0.0000,150.000000,PENDING,,,,no_referral_full_rp,1000.000000,0.1500,2025-12-03 19:35:32.605 +0300,3806,622,,false,,5,BONUS_POOL
2879,2025-12-03 19:35:32.625 +0300,2025-12-03 19:35:32.625 +0300,0,206.250000,0.0000,206.250000,PENDING,,,,no_referral_full_rp,1375.000000,0.1500,2025-12-03 19:35:32.624 +0300,2048,638,,false,,5,BONUS_POOL
2880,2025-12-03 19:35:32.633 +0300,2025-12-03 19:35:32.633 +0300,0,37.500000,0.0000,37.500000,PENDING,,,,no_referral_full_rp,250.000000,0.1500,2025-12-03 19:35:32.632 +0300,4248,627,,false,,5,BONUS_POOL
2881,2025-12-03 19:35:32.644 +0300,2025-12-03 19:35:32.644 +0300,0,281.250000,0.0000,281.250000,PENDING,,,,no_referral_full_rp,1875.000000,0.1500,2025-12-03 19:35:32.643 +0300,3705,623,,false,,5,BONUS_POOL
2882,2025-12-03 19:35:32.652 +0300,2025-12-03 19:35:32.652 +0300,0,300.000000,0.0000,300.000000,PENDING,,,,no_referral_full_rp,2000.000000,0.1500,2025-12-03 19:35:32.651 +0300,3986,624,,false,,5,BONUS_POOL
2883,2025-12-03 19:35:32.661 +0300,2025-12-03 19:35:32.661 +0300,0,937.500000,0.0000,937.500000,PENDING,,,,no_referral_full_rp,6250.000000,0.1500,2025-12-03 19:35:32.660 +0300,3801,625,,false,,5,BONUS_POOL
2884,2025-12-03 19:35:32.670 +0300,2025-12-03 19:35:32.670 +0300,0,75.000000,0.0000,75.000000,PENDING,,,,no_referral_full_rp,500.000000,0.1500,2025-12-03 19:35:32.668 +0300,400,617,,false,,5,BONUS_POOL
2885,2025-12-03 19:35:32.678 +0300,2025-12-03 19:35:32.678 +0300,0,750.000000,0.0000,750.000000,PENDING,,,,no_referral_full_rp,5000.000000,0.1500,2025-12-03 19:35:32.677 +0300,2083,631,,false,,5,BONUS_POOL
480,2025-11-19 03:46:01.897 +0300,2025-11-19 03:46:01.897 +0300,5,0.356250,0.0250,4.275000,PENDING,,,,mlm_upline_l5_qualified,14.250000,0.3000,2025-11-19 03:46:01.888 +0300,10241,1337,13,false,,3,NETWORK
481,2025-11-19 11:45:33.689 +0300,2025-11-19 11:45:33.689 +0300,3,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l3_qualified,1000.000000,0.2000,2025-11-19 11:45:33.683 +0300,728,1344,13,false,,3,NETWORK
482,2025-11-19 15:33:49.706 +0300,2025-11-19 15:33:49.706 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-19 15:33:49.701 +0300,478,1352,13,false,,3,NETWORK
484,2025-11-19 15:52:04.720 +0300,2025-11-19 15:52:04.720 +0300,4,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l4_qualified,1000.000000,0.2000,2025-11-19 15:52:04.713 +0300,476,1353,13,false,,3,NETWORK
486,2025-11-19 15:53:19.747 +0300,2025-11-19 15:53:19.747 +0300,4,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l4_qualified,1000.000000,0.2000,2025-11-19 15:53:19.742 +0300,476,1354,13,false,,3,NETWORK
487,2025-11-19 15:58:49.757 +0300,2025-11-19 15:58:49.757 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-19 15:58:49.752 +0300,2749,1355,13,false,,3,NETWORK
488,2025-11-19 16:20:04.838 +0300,2025-11-19 16:20:04.838 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-19 16:20:04.833 +0300,2813,1356,13,false,,3,NETWORK
489,2025-11-19 16:29:04.841 +0300,2025-11-19 16:29:04.841 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-19 16:29:04.836 +0300,1971,1358,13,false,,3,NETWORK
2886,2025-12-03 19:35:32.692 +0300,2025-12-03 19:35:32.692 +0300,0,562.500000,0.0000,562.500000,PENDING,,,,no_referral_full_rp,3750.000000,0.1500,2025-12-03 19:35:32.691 +0300,2787,620,,false,,5,BONUS_POOL
491,2025-11-19 16:35:49.869 +0300,2025-11-19 16:35:49.869 +0300,1,100.000000,0.1000,200.000000,PENDING,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-19 16:35:49.851 +0300,475,1360,476,false,,3,NETWORK
493,2025-11-19 16:35:49.869 +0300,2025-11-19 16:35:49.869 +0300,5,10.000000,0.0100,200.000000,PENDING,,,,jggl_limitless_l5_qualified,1000.000000,0.2000,2025-11-19 16:35:49.863 +0300,475,1360,13,false,,3,NETWORK
495,2025-11-19 16:57:19.936 +0300,2025-11-19 16:57:19.936 +0300,3,50.000000,0.0100,1000.000000,PENDING,,,,jggl_limitless_l3_qualified,5000.000000,0.2000,2025-11-19 16:57:19.931 +0300,1148,1361,13,false,,3,NETWORK
497,2025-11-19 18:08:35.307 +0300,2025-11-19 18:08:35.308 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-19 18:08:35.302 +0300,324,1369,13,false,,3,NETWORK
498,2025-11-19 18:13:05.328 +0300,2025-11-19 18:13:05.328 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-19 18:13:05.305 +0300,26635,1372,24872,false,,3,NETWORK
2887,2025-12-03 19:35:32.703 +0300,2025-12-03 19:35:32.703 +0300,0,375.000000,0.0000,375.000000,PENDING,,,,no_referral_full_rp,2500.000000,0.1500,2025-12-03 19:35:32.702 +0300,2093,628,,false,,5,BONUS_POOL
507,2025-11-19 21:08:50.639 +0300,2025-11-19 21:08:50.639 +0300,1,100.000000,0.1000,200.000000,CLAIMED,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-19 21:08:50.613 +0300,4172,1382,1440,false,,3,NETWORK
496,2025-11-19 17:32:35.287 +0300,2025-11-19 17:32:35.287 +0300,1,1000.000000,0.1000,2000.000000,CLAIMED,,,,jggl_limitless_l1_qualified,10000.000000,0.2000,2025-11-19 17:32:35.261 +0300,4554,1362,10624,false,,3,NETWORK
502,2025-11-19 18:27:50.241 +0300,2025-11-19 18:27:50.241 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-19 18:27:50.205 +0300,26636,1373,319,false,,3,NETWORK
503,2025-11-19 18:50:35.440 +0300,2025-11-19 18:50:35.440 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-19 18:50:35.433 +0300,1032,1374,13,false,,3,NETWORK
509,2025-11-19 21:34:06.145 +0300,2025-11-19 21:34:06.145 +0300,5,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-19 21:34:06.129 +0300,576,1384,264,false,,3,NETWORK
512,2025-11-19 21:54:50.735 +0300,2025-11-19 21:54:50.735 +0300,6,10.000000,0.0100,200.000000,CLAIMED,,,,jggl_limitless_l6_qualified,1000.000000,0.2000,2025-11-19 21:54:50.722 +0300,15343,1386,264,false,,3,NETWORK
500,2025-11-19 18:13:05.328 +0300,2025-11-19 18:13:05.328 +0300,3,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-19 18:13:05.308 +0300,26635,1372,264,false,,3,NETWORK
478,2025-11-19 00:26:17.544 +0300,2025-11-19 00:26:17.544 +0300,4,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-19 00:26:17.529 +0300,19822,1334,264,false,,3,NETWORK
515,2025-11-19 21:56:50.737 +0300,2025-11-19 21:56:50.737 +0300,6,10.000000,0.0100,200.000000,CLAIMED,,,,jggl_limitless_l6_qualified,1000.000000,0.2000,2025-11-19 21:56:50.724 +0300,26659,1387,264,false,,3,NETWORK
473,2025-11-18 22:19:47.221 +0300,2025-11-18 22:19:47.221 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-18 22:19:47.201 +0300,24872,1331,263,false,,3,NETWORK
477,2025-11-19 00:26:17.544 +0300,2025-11-19 00:26:17.544 +0300,3,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-19 00:26:17.527 +0300,19822,1334,263,false,,3,NETWORK
499,2025-11-19 18:13:05.328 +0300,2025-11-19 18:13:05.328 +0300,2,3.000000,0.0200,30.000000,CLAIMED,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-19 18:13:05.307 +0300,26635,1372,263,false,,3,NETWORK
511,2025-11-19 21:54:50.735 +0300,2025-11-19 21:54:50.735 +0300,1,100.000000,0.1000,200.000000,CLAIMED,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-19 21:54:50.708 +0300,15343,1386,576,false,,3,NETWORK
514,2025-11-19 21:56:50.737 +0300,2025-11-19 21:56:50.737 +0300,1,100.000000,0.1000,200.000000,CLAIMED,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-19 21:56:50.709 +0300,26659,1387,576,false,,3,NETWORK
504,2025-11-19 20:39:20.530 +0300,2025-11-19 20:39:20.530 +0300,5,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-19 20:39:20.522 +0300,690,1378,29,false,,3,NETWORK
506,2025-11-19 21:05:20.613 +0300,2025-11-19 21:05:20.613 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-19 21:05:20.602 +0300,5626,1381,182,false,,3,NETWORK
508,2025-11-19 21:17:20.636 +0300,2025-11-19 21:17:20.636 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-19 21:17:20.624 +0300,5626,1383,182,false,,3,NETWORK
505,2025-11-19 20:59:20.561 +0300,2025-11-19 20:59:20.561 +0300,1,15.000000,0.1000,30.000000,CLAIMED,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-19 20:59:20.549 +0300,5626,1380,182,false,,3,NETWORK
2888,2025-12-03 19:35:32.719 +0300,2025-12-03 19:35:32.719 +0300,0,187.500000,0.0000,187.500000,PENDING,,,,no_referral_full_rp,1250.000000,0.1500,2025-12-03 19:35:32.717 +0300,3977,616,,false,,5,BONUS_POOL
2889,2025-12-03 19:35:32.738 +0300,2025-12-03 19:35:32.738 +0300,0,337.500000,0.0000,337.500000,PENDING,,,,no_referral_full_rp,2250.000000,0.1500,2025-12-03 19:35:32.737 +0300,2097,629,,false,,5,BONUS_POOL
2890,2025-12-03 19:35:32.758 +0300,2025-12-03 19:35:32.758 +0300,0,37.500000,0.0000,37.500000,PENDING,,,,no_referral_full_rp,250.000000,0.1500,2025-12-03 19:35:32.757 +0300,2101,630,,false,,5,BONUS_POOL
1984,2025-11-23 23:53:35.275 +0300,2025-11-23 23:53:35.275 +0300,3,1.500000,0.0100,30.000000,CLAIMED,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-23 23:53:35.262 +0300,7870,2028,323,false,,3,NETWORK
1986,2025-11-23 23:53:35.275 +0300,2025-11-23 23:53:35.275 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-23 23:53:35.267 +0300,7870,2028,71,false,,3,NETWORK
1987,2025-11-23 23:53:35.275 +0300,2025-11-23 23:53:35.275 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-23 23:53:35.269 +0300,7870,2028,72,false,,3,NETWORK
1988,2025-11-23 23:53:35.275 +0300,2025-11-23 23:53:35.275 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-23 23:53:35.270 +0300,7870,2028,13,false,,3,NETWORK
1997,2025-11-24 02:26:18.006 +0300,2025-11-24 02:26:18.006 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 02:26:17.990 +0300,19869,2039,14394,false,,3,NETWORK
2001,2025-11-24 02:26:18.006 +0300,2025-11-24 02:26:18.006 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-24 02:26:17.999 +0300,19869,2039,72,false,,3,NETWORK
2002,2025-11-24 02:26:18.006 +0300,2025-11-24 02:26:18.006 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-24 02:26:18.001 +0300,19869,2039,13,false,,3,NETWORK
2005,2025-11-24 02:54:18.053 +0300,2025-11-24 02:54:18.053 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-24 02:54:18.048 +0300,4315,2040,13,false,,3,NETWORK
2006,2025-11-24 02:59:48.080 +0300,2025-11-24 02:59:48.080 +0300,1,100.000000,0.1000,200.000000,PENDING,,,,jggl_limitless_l1_qualified,1000.000000,0.2000,2025-11-24 02:59:48.052 +0300,2738,2041,505,false,,3,NETWORK
2008,2025-11-24 03:05:18.077 +0300,2025-11-24 03:05:18.077 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 03:05:18.058 +0300,15123,2042,298,false,,3,NETWORK
2010,2025-11-24 03:46:48.146 +0300,2025-11-24 03:46:48.146 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 03:46:48.128 +0300,687,2044,298,false,,3,NETWORK
2012,2025-11-24 03:49:18.178 +0300,2025-11-24 03:49:18.178 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 03:49:18.162 +0300,7611,2045,218,false,,3,NETWORK
2013,2025-11-24 03:49:18.178 +0300,2025-11-24 03:49:18.178 +0300,7,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l7_qualified,150.000000,0.2000,2025-11-24 03:49:18.171 +0300,7611,2045,72,false,,3,NETWORK
2014,2025-11-24 03:49:18.178 +0300,2025-11-24 03:49:18.178 +0300,8,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l8_qualified,150.000000,0.2000,2025-11-24 03:49:18.173 +0300,7611,2045,13,false,,3,NETWORK
2015,2025-11-24 03:59:18.218 +0300,2025-11-24 03:59:18.218 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 03:59:18.204 +0300,8827,2046,70,false,,3,NETWORK
2016,2025-11-24 03:59:18.218 +0300,2025-11-24 03:59:18.218 +0300,3,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l3_qualified,150.000000,0.2000,2025-11-24 03:59:18.207 +0300,8827,2046,71,false,,3,NETWORK
2017,2025-11-24 03:59:18.218 +0300,2025-11-24 03:59:18.218 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-24 03:59:18.209 +0300,8827,2046,72,false,,3,NETWORK
2018,2025-11-24 03:59:18.218 +0300,2025-11-24 03:59:18.218 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 03:59:18.211 +0300,8827,2046,13,false,,3,NETWORK
2019,2025-11-24 04:22:48.228 +0300,2025-11-24 04:22:48.228 +0300,1,15.000000,0.1000,30.000000,PENDING,,,,jggl_limitless_l1_qualified,150.000000,0.2000,2025-11-24 04:22:48.216 +0300,27021,2047,26940,false,,3,NETWORK
2020,2025-11-24 04:22:48.228 +0300,2025-11-24 04:22:48.228 +0300,2,3.000000,0.0200,30.000000,PENDING,,,,jggl_limitless_l2_qualified,150.000000,0.2000,2025-11-24 04:22:48.217 +0300,27021,2047,1645,false,,3,NETWORK
2022,2025-11-24 04:22:48.229 +0300,2025-11-24 04:22:48.229 +0300,4,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l4_qualified,150.000000,0.2000,2025-11-24 04:22:48.221 +0300,27021,2047,71,false,,3,NETWORK
2023,2025-11-24 04:22:48.229 +0300,2025-11-24 04:22:48.229 +0300,5,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l5_qualified,150.000000,0.2000,2025-11-24 04:22:48.222 +0300,27021,2047,72,false,,3,NETWORK
2024,2025-11-24 04:22:48.229 +0300,2025-11-24 04:22:48.229 +0300,6,1.500000,0.0100,30.000000,PENDING,,,,jggl_limitless_l6_qualified,150.000000,0.2000,2025-11-24 04:22:48.224 +0300,27021,2047,13,false,,3,NETWORK
